algorithm	dataset	psi	beta	purity
IKSHC	WDBC	5	0.700000	0.884517
IKSHC	WDBC	5	0.800000	0.891552
IKSHC	WDBC	5	0.900000	0.883989
IKSHC	WDBC	7	0.400000	0.904768
IKSHC	WDBC	7	0.500000	0.892155
IKSHC	WDBC	7	0.600000	0.892402
IKSHC	WDBC	7	0.700000	0.905191
IKSHC	WDBC	7	0.800000	0.894204
IKSHC	WDBC	7	0.900000	0.888999
IKSHC	WDBC	13	0.400000	0.895178
IKSHC	WDBC	13	0.500000	0.894998
IKSHC	WDBC	13	0.600000	0.878638
IKSHC	WDBC	13	0.700000	0.891577
IKSHC	WDBC	13	0.800000	0.904868
IKSHC	WDBC	13	0.900000	0.879023
IKSHC	WDBC	15	0.400000	0.902395
IKSHC	WDBC	15	0.500000	0.886662
IKSHC	WDBC	15	0.600000	0.894124
IKSHC	WDBC	15	0.700000	0.889205
IKSHC	WDBC	15	0.800000	0.885997
IKSHC	WDBC	15	0.900000	0.903446
IKSHC	WDBC	17	0.400000	0.889294
IKSHC	WDBC	17	0.500000	0.899261
IKSHC	WDBC	17	0.600000	0.906099
IKSHC	WDBC	17	0.700000	0.900052
IKSHC	WDBC	17	0.800000	0.900731
IKSHC	WDBC	17	0.900000	0.789007
IKSHC	WDBC	21	0.400000	0.896658
IKSHC	WDBC	21	0.500000	0.898409
IKSHC	WDBC	21	0.600000	0.912359
IKSHC	WDBC	21	0.700000	0.887623
IKSHC	WDBC	21	0.800000	0.885977
IKSHC	WDBC	21	0.900000	0.819634
IKSHC	WDBC	25	0.400000	0.788998
IKSHC	WDBC	25	0.500000	0.872611
IKSHC	WDBC	25	0.600000	0.782613
IKSHC	WDBC	25	0.700000	0.777858
IKSHC	WDBC	25	0.800000	0.738774
IKSHC	WDBC	25	0.900000	0.888679
IKSHC	WDBC	3	0.400000	0.901586
IKSHC	WDBC	3	0.500000	0.885761
IKSHC	WDBC	3	0.600000	0.889974
IKSHC	WDBC	3	0.700000	0.891518
IKSHC	WDBC	3	0.800000	0.882563
IKSHC	WDBC	3	0.900000	0.898981
IKSHC	WDBC	5	0.400000	0.886185
IKSHC	WDBC	5	0.500000	0.896952
IKSHC	WDBC	5	0.600000	0.872057
IKSHC	WDBC	5	0.700000	0.902122
IKSHC	WDBC	5	0.800000	0.905015
IKSHC	WDBC	5	0.900000	0.895129
IKSHC	WDBC	7	0.400000	0.899222
IKSHC	WDBC	7	0.500000	0.894146
IKSHC	WDBC	7	0.600000	0.881369
IKSHC	WDBC	7	0.700000	0.893265
IKSHC	WDBC	7	0.800000	0.891737
IKSHC	WDBC	7	0.900000	0.897913
IKSHC	WDBC	13	0.400000	0.895327
IKSHC	WDBC	13	0.500000	0.887540
IKSHC	WDBC	13	0.600000	0.871524
IKSHC	WDBC	13	0.700000	0.899239
IKSHC	WDBC	13	0.800000	0.895457
IKSHC	WDBC	13	0.900000	0.889192
IKSHC	WDBC	15	0.400000	0.888032
IKSHC	WDBC	15	0.500000	0.895883
IKSHC	WDBC	15	0.600000	0.861530
IKSHC	WDBC	15	0.700000	0.896375
IKSHC	WDBC	15	0.800000	0.888702
IKSHC	WDBC	15	0.900000	0.890229
IKSHC	WDBC	17	0.400000	0.895178
IKSHC	WDBC	17	0.500000	0.901882
IKSHC	WDBC	17	0.600000	0.888840
IKSHC	WDBC	17	0.700000	0.896121
IKSHC	WDBC	17	0.800000	0.886930
IKSHC	WDBC	17	0.900000	0.882781
IKSHC	WDBC	21	0.400000	0.883678
IKSHC	WDBC	21	0.500000	0.896524
IKSHC	WDBC	21	0.600000	0.897786
IKSHC	WDBC	21	0.700000	0.912943
IKSHC	WDBC	21	0.800000	0.887618
IKSHC	WDBC	21	0.900000	0.893401
IKSHC	WDBC	25	0.400000	0.893058
IKSHC	WDBC	25	0.500000	0.898626
IKSHC	WDBC	25	0.600000	0.897346
IKSHC	WDBC	25	0.700000	0.889812
IKSHC	WDBC	25	0.800000	0.922889
IKSHC	WDBC	25	0.900000	0.896238
IKSHC	WDBC	3	0.400000	0.880529
IKSHC	WDBC	3	0.500000	0.893110
IKSHC	WDBC	3	0.600000	0.897120
IKSHC	WDBC	3	0.700000	0.874662
IKSHC	WDBC	3	0.800000	0.903705
IKSHC	WDBC	3	0.900000	0.888126
IKSHC	WDBC	5	0.400000	0.874992
IKSHC	WDBC	5	0.500000	0.885696
IKSHC	WDBC	5	0.600000	0.890547
IKSHC	WDBC	5	0.700000	0.879173
