dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
COIL20_shuffle_0	IKSHC	0.560661	3.433595	21	0.7
COIL20_shuffle_0	PERCH	0.592506	3.169110
COIL20_shuffle_1	IKSHC	0.619872	3.598659	21	0.5
COIL20_shuffle_1	PERCH	0.694632	3.132531
COIL20_shuffle_2	IKSHC	0.628329	3.557045	21	0.9
COIL20_shuffle_2	PERCH	0.645830	3.242221
COIL20_shuffle_3	IKSHC	0.597497	3.625889	15	0.8
COIL20_shuffle_3	PERCH	0.620560	3.633681
COIL20_shuffle_4	IKSHC	0.623294	3.565329	17	0.4
COIL20_shuffle_4	PERCH	0.555970	2.926713
COIL20_shuffle_5	IKSHC	0.577179	3.549582	25	0.8
COIL20_shuffle_5	PERCH	0.666249	3.015974
COIL20_shuffle_6	IKSHC	0.601217	3.620754	21	0.8
COIL20_shuffle_6	PERCH	0.573641	3.137904
COIL20_shuffle_7	IKSHC	0.605181	3.540957	15	0.7
COIL20_shuffle_7	PERCH	0.616390	3.107546
COIL20_shuffle_8	IKSHC	0.588861	3.608702	17	0.5
COIL20_shuffle_8	PERCH	0.613042	3.248804
COIL20_shuffle_9	IKSHC	0.579341	3.546062	21	0.5
COIL20_shuffle_9	PERCH	0.585668	3.539502
