algorithm	dataset	purity
IKSHC	COIL20	0.555985
PERCH	COIL20	0.595100
IKSHC	COIL20	0.568069
PERCH	COIL20	0.590140
IKSHC	COIL20	0.550853
PERCH	COIL20	0.583251
