algorithm	dataset	purity
IKSHC	glass	0.484166
PERCH	glass	0.414729
IKSHC	glass	0.509486
PERCH	glass	0.431704
IKSHC	glass	0.507869
PERCH	glass	0.457202
IKSHC	glass	0.502012
PERCH	glass	0.423875
IKSHC	glass	0.540668
PERCH	glass	0.506261
IKSHC	glass	0.498604
PERCH	glass	0.434194
IKSHC	glass	0.499070
PERCH	glass	0.400323
IKSHC	glass	0.487530
PERCH	glass	0.513514
IKSHC	glass	0.465348
PERCH	glass	0.458161
IKSHC	glass	0.548278
PERCH	glass	0.454759
