dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
control_shuffle_0	IKSHC	0.771113	13.369454	7	0.6
control_shuffle_0	PERCH	0.490392	1.334019
control_shuffle_1	IKSHC	0.776594	13.417613	13	0.7
control_shuffle_1	PERCH	0.594715	0.524495
