dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
hill_shuffle_0	IKSHC	0.505972	31.050694	3	0.7
hill_shuffle_0	PERCH	0.505277	1.238313
hill_shuffle_1	IKSHC	0.506571	31.719887	5	0.6
hill_shuffle_1	PERCH	0.502523	1.075072
hill_shuffle_2	IKSHC	0.505826	31.444628	5	0.6
hill_shuffle_2	PERCH	0.504871	0.954289
hill_shuffle_3	IKSHC	0.505176	31.512304	15	0.8
hill_shuffle_3	PERCH	0.503919	1.012086
hill_shuffle_4	IKSHC	0.504946	30.986449	7	0.6
hill_shuffle_4	PERCH	0.502393	0.997604
hill_shuffle_5	IKSHC	0.505711	31.861074	13	0.8
hill_shuffle_5	PERCH	0.506549	1.184778
hill_shuffle_6	IKSHC	0.506665	31.572991	15	0.6
hill_shuffle_6	PERCH	0.505998	1.089336
hill_shuffle_7	IKSHC	0.505497	31.804599	13	0.8
hill_shuffle_7	PERCH	0.507332	1.048034
hill_shuffle_8	IKSHC	0.505946	31.605398	15	0.7
hill_shuffle_8	PERCH	0.503791	1.018167
hill_shuffle_9	IKSHC	0.505621	31.679899	15	0.7
hill_shuffle_9	PERCH	0.505407	1.251508
