dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
seeds_shuffle_0	IKSHC	0.880496	0.606651	15	0.6
seeds_shuffle_0	PERCH	0.689824	0.914653
seeds_shuffle_1	IKSHC	0.846387	0.598499	7	0.6
seeds_shuffle_1	PERCH	0.555944	0.126664
seeds_shuffle_2	IKSHC	0.855790	0.594043	13	0.7
seeds_shuffle_2	PERCH	0.575422	0.130958
seeds_shuffle_3	IKSHC	0.829914	0.598675	13	0.7
seeds_shuffle_3	PERCH	0.677631	0.123043
seeds_shuffle_4	IKSHC	0.862269	0.600201	7	0.8
seeds_shuffle_4	PERCH	0.592123	0.127066
seeds_shuffle_5	IKSHC	0.888748	0.579920	3	0.6
seeds_shuffle_5	PERCH	0.819798	0.122922
seeds_shuffle_6	IKSHC	0.889560	0.602278	7	0.7
seeds_shuffle_6	PERCH	0.651595	0.120901
seeds_shuffle_7	IKSHC	0.889911	0.607879	5	0.7
seeds_shuffle_7	PERCH	0.713989	0.124066
seeds_shuffle_8	IKSHC	0.862212	0.580911	15	0.6
seeds_shuffle_8	PERCH	0.515728	0.308044
seeds_shuffle_9	IKSHC	0.855297	0.593571	5	0.6
seeds_shuffle_9	PERCH	0.678234	0.134140
