dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
thyroid_shuffle_0	IKSHC	0.801911	0.598337	7	0.7
thyroid_shuffle_0	PERCH	0.682611	0.131929
thyroid_shuffle_1	IKSHC	0.925103	0.615699	13	0.9
thyroid_shuffle_1	PERCH	0.656700	0.129502
thyroid_shuffle_2	IKSHC	0.825284	0.593272	5	0.7
thyroid_shuffle_2	PERCH	0.745515	0.134441
thyroid_shuffle_3	IKSHC	0.883599	0.609864	13	0.8
thyroid_shuffle_3	PERCH	0.759385	0.126995
thyroid_shuffle_4	IKSHC	0.824276	0.598092	7	0.7
thyroid_shuffle_4	PERCH	0.681731	0.131750
thyroid_shuffle_5	IKSHC	0.794848	0.613122	7	0.7
thyroid_shuffle_5	PERCH	0.690479	0.123308
thyroid_shuffle_6	IKSHC	0.816571	0.608031	13	0.8
thyroid_shuffle_6	PERCH	0.781945	0.125344
thyroid_shuffle_7	IKSHC	0.816435	0.632126	3	0.6
thyroid_shuffle_7	PERCH	0.693092	0.117537
thyroid_shuffle_8	IKSHC	0.829146	0.614001	3	0.6
thyroid_shuffle_8	PERCH	0.694024	0.128442
thyroid_shuffle_9	IKSHC	0.851709	0.622917	5	0.8
thyroid_shuffle_9	PERCH	0.666193	0.151491
