algorithm	dataset	psi	beta	purity
IKSHC	shape	13	0.800000	0.658921
IKSHC	shape	13	0.900000	0.633596
IKSHC	shape	15	0.400000	0.626479
IKSHC	shape	15	0.500000	0.571686
IKSHC	shape	15	0.600000	0.665343
IKSHC	shape	15	0.700000	0.654320
IKSHC	shape	15	0.800000	0.624542
IKSHC	shape	15	0.900000	0.602572
IKSHC	shape	17	0.400000	0.623913
IKSHC	shape	17	0.500000	0.569915
IKSHC	shape	17	0.600000	0.631627
IKSHC	shape	17	0.700000	0.653019
IKSHC	shape	17	0.800000	0.517028
IKSHC	shape	17	0.900000	0.626590
IKSHC	shape	21	0.400000	0.563288
IKSHC	shape	21	0.500000	0.573366
IKSHC	shape	21	0.600000	0.592103
IKSHC	shape	21	0.700000	0.629067
IKSHC	shape	21	0.800000	0.599600
IKSHC	shape	21	0.900000	0.559073
IKSHC	shape	25	0.400000	0.615943
IKSHC	shape	25	0.500000	0.617738
IKSHC	shape	25	0.600000	0.596712
IKSHC	shape	25	0.700000	0.595998
IKSHC	shape	25	0.800000	0.558721
IKSHC	shape	25	0.900000	0.588352
IKSHC	shape	3	0.400000	0.581681
IKSHC	shape	3	0.500000	0.600110
IKSHC	shape	3	0.600000	0.524346
IKSHC	shape	3	0.700000	0.483482
IKSHC	shape	3	0.800000	0.547142
IKSHC	shape	3	0.900000	0.502293
IKSHC	shape	5	0.400000	0.464759
IKSHC	shape	5	0.500000	0.471865
IKSHC	shape	5	0.600000	0.617584
IKSHC	shape	5	0.700000	0.530948
IKSHC	shape	5	0.800000	0.590348
IKSHC	shape	5	0.900000	0.509264
IKSHC	shape	7	0.400000	0.548429
IKSHC	shape	7	0.500000	0.506352
IKSHC	shape	7	0.600000	0.569708
IKSHC	shape	7	0.700000	0.528134
IKSHC	shape	7	0.800000	0.540824
IKSHC	shape	7	0.900000	0.566949
IKSHC	shape	13	0.400000	0.575501
IKSHC	shape	13	0.500000	0.551873
IKSHC	shape	13	0.600000	0.509639
IKSHC	shape	13	0.700000	0.580546
IKSHC	shape	13	0.800000	0.538344
IKSHC	shape	13	0.900000	0.580300
IKSHC	shape	15	0.400000	0.566715
IKSHC	shape	15	0.500000	0.502247
IKSHC	shape	15	0.600000	0.584692
IKSHC	shape	15	0.700000	0.511035
IKSHC	shape	15	0.800000	0.537059
IKSHC	shape	15	0.900000	0.564014
IKSHC	shape	17	0.400000	0.578603
IKSHC	shape	17	0.500000	0.616884
IKSHC	shape	17	0.600000	0.630845
IKSHC	shape	17	0.700000	0.620237
IKSHC	shape	17	0.800000	0.576229
IKSHC	shape	17	0.900000	0.589923
IKSHC	shape	21	0.400000	0.579855
IKSHC	shape	21	0.500000	0.617180
IKSHC	shape	21	0.600000	0.587002
IKSHC	shape	21	0.700000	0.554320
IKSHC	shape	21	0.800000	0.561942
IKSHC	shape	21	0.900000	0.617825
IKSHC	shape	25	0.400000	0.612381
IKSHC	shape	25	0.500000	0.547635
IKSHC	shape	25	0.600000	0.600780
IKSHC	shape	25	0.700000	0.551624
IKSHC	shape	25	0.800000	0.603838
IKSHC	shape	25	0.900000	0.619090
IKSHC	shape	3	0.400000	0.487338
IKSHC	shape	3	0.500000	0.501418
IKSHC	shape	3	0.600000	0.598577
IKSHC	shape	3	0.700000	0.461920
IKSHC	shape	3	0.800000	0.525172
IKSHC	shape	3	0.900000	0.452354
IKSHC	shape	5	0.400000	0.495283
IKSHC	shape	5	0.500000	0.524315
IKSHC	shape	5	0.600000	0.431556
IKSHC	shape	5	0.700000	0.510868
IKSHC	shape	5	0.800000	0.510606
IKSHC	shape	5	0.900000	0.575225
IKSHC	shape	7	0.400000	0.574184
IKSHC	shape	7	0.500000	0.548029
IKSHC	shape	7	0.600000	0.518233
IKSHC	shape	7	0.700000	0.461762
IKSHC	shape	7	0.800000	0.575789
IKSHC	shape	7	0.900000	0.533487
IKSHC	shape	13	0.400000	0.522153
IKSHC	shape	13	0.500000	0.556419
IKSHC	shape	13	0.600000	0.579032
IKSHC	shape	13	0.700000	0.581065
IKSHC	shape	13	0.800000	0.586461
IKSHC	shape	13	0.900000	0.559103
IKSHC	shape	15	0.400000	0.623067
IKSHC	shape	15	0.500000	0.586723
IKSHC	shape	15	0.600000	0.572615
IKSHC	shape	15	0.700000	0.525285
IKSHC	shape	15	0.800000	0.534464
IKSHC	shape	15	0.900000	0.589338
IKSHC	shape	17	0.400000	0.524800
IKSHC	shape	17	0.500000	0.638667
IKSHC	shape	17	0.600000	0.524530
IKSHC	shape	17	0.700000	0.655933
IKSHC	shape	17	0.800000	0.528324
IKSHC	shape	17	0.900000	0.506950
IKSHC	shape	21	0.400000	0.582396
IKSHC	shape	21	0.500000	0.634440
IKSHC	shape	21	0.600000	0.540843
IKSHC	shape	21	0.700000	0.613108
IKSHC	shape	21	0.800000	0.618615
IKSHC	shape	21	0.900000	0.677786
IKSHC	shape	25	0.400000	0.601270
IKSHC	shape	25	0.500000	0.534927
IKSHC	shape	25	0.600000	0.632025
IKSHC	shape	25	0.700000	0.614606
IKSHC	shape	25	0.800000	0.651005
IKSHC	shape	25	0.900000	0.660502
IKSHC	shape	3	0.400000	0.487056
IKSHC	shape	3	0.500000	0.468435
IKSHC	shape	3	0.600000	0.481675
IKSHC	shape	3	0.700000	0.521209
IKSHC	shape	3	0.800000	0.471927
IKSHC	shape	3	0.900000	0.537667
IKSHC	shape	5	0.400000	0.493247
IKSHC	shape	5	0.500000	0.500326
IKSHC	shape	5	0.600000	0.541667
IKSHC	shape	5	0.700000	0.503770
IKSHC	shape	5	0.800000	0.529978
IKSHC	shape	5	0.900000	0.465699
IKSHC	shape	7	0.400000	0.473352
IKSHC	shape	7	0.500000	0.542829
IKSHC	shape	7	0.600000	0.498165
IKSHC	shape	7	0.700000	0.531342
IKSHC	shape	7	0.800000	0.506901
IKSHC	shape	7	0.900000	0.559358
IKSHC	shape	13	0.400000	0.587871
IKSHC	shape	13	0.500000	0.603740
IKSHC	shape	13	0.600000	0.572920
IKSHC	shape	13	0.700000	0.514544
IKSHC	shape	13	0.800000	0.611407
IKSHC	shape	13	0.900000	0.567064
IKSHC	shape	15	0.400000	0.540301
IKSHC	shape	15	0.500000	0.557819
IKSHC	shape	15	0.600000	0.489941
IKSHC	shape	15	0.700000	0.606850
IKSHC	shape	15	0.800000	0.555102
IKSHC	shape	15	0.900000	0.555370
IKSHC	shape	17	0.400000	0.543840
IKSHC	shape	17	0.500000	0.622177
IKSHC	shape	17	0.600000	0.549478
IKSHC	shape	17	0.700000	0.581068
IKSHC	shape	17	0.800000	0.555104
IKSHC	shape	17	0.900000	0.507225
IKSHC	shape	21	0.400000	0.558730
IKSHC	shape	21	0.500000	0.570227
IKSHC	shape	21	0.600000	0.534615
IKSHC	shape	21	0.700000	0.530834
IKSHC	shape	21	0.800000	0.540802
IKSHC	shape	21	0.900000	0.491590
IKSHC	shape	25	0.400000	0.536720
IKSHC	shape	25	0.500000	0.660988
IKSHC	shape	25	0.600000	0.531046
IKSHC	shape	25	0.700000	0.582823
IKSHC	shape	25	0.800000	0.551721
IKSHC	shape	25	0.900000	0.553614
IKSHC	shape	3	0.400000	0.517379
IKSHC	shape	3	0.500000	0.537200
IKSHC	shape	3	0.600000	0.447327
IKSHC	shape	3	0.700000	0.516510
IKSHC	shape	3	0.800000	0.512760
IKSHC	shape	3	0.900000	0.468226
IKSHC	shape	5	0.400000	0.546017
IKSHC	shape	5	0.500000	0.523969
IKSHC	shape	5	0.600000	0.520357
IKSHC	shape	5	0.700000	0.482381
IKSHC	shape	5	0.800000	0.540873
IKSHC	shape	5	0.900000	0.508239
IKSHC	shape	7	0.400000	0.609802
IKSHC	shape	7	0.500000	0.542931
IKSHC	shape	7	0.600000	0.569359
IKSHC	shape	7	0.700000	0.516498
IKSHC	shape	7	0.800000	0.554412
IKSHC	shape	7	0.900000	0.557845
IKSHC	shape	13	0.400000	0.623602
IKSHC	shape	13	0.500000	0.585034
IKSHC	shape	13	0.600000	0.657175
IKSHC	shape	13	0.700000	0.550278
IKSHC	shape	13	0.800000	0.550590
IKSHC	shape	13	0.900000	0.576962
IKSHC	shape	15	0.400000	0.593325
IKSHC	shape	15	0.500000	0.563302
IKSHC	shape	15	0.600000	0.619489
IKSHC	shape	15	0.700000	0.511043
IKSHC	shape	15	0.800000	0.500482
IKSHC	shape	15	0.900000	0.541691
IKSHC	shape	17	0.400000	0.570156
IKSHC	shape	17	0.500000	0.579713
IKSHC	shape	17	0.600000	0.562490
IKSHC	shape	17	0.700000	0.623815
IKSHC	shape	17	0.800000	0.501649
IKSHC	shape	17	0.900000	0.590155
IKSHC	shape	21	0.400000	0.597149
IKSHC	shape	21	0.500000	0.553497
IKSHC	shape	21	0.600000	0.598899
IKSHC	shape	21	0.700000	0.481958
IKSHC	shape	21	0.800000	0.579286
IKSHC	shape	21	0.900000	0.508142
IKSHC	shape	25	0.400000	0.530416
IKSHC	shape	25	0.500000	0.550873
IKSHC	shape	25	0.600000	0.552282
IKSHC	shape	25	0.700000	0.634276
IKSHC	shape	25	0.800000	0.515508
IKSHC	shape	25	0.900000	0.474542
IKSHC	shape	3	0.400000	0.481703
IKSHC	shape	3	0.500000	0.520751
IKSHC	shape	3	0.600000	0.532405
IKSHC	shape	3	0.700000	0.519567
IKSHC	shape	3	0.800000	0.520520
IKSHC	shape	3	0.900000	0.478509
IKSHC	shape	5	0.400000	0.529040
IKSHC	shape	5	0.500000	0.479173
IKSHC	shape	5	0.600000	0.571649
IKSHC	shape	5	0.700000	0.494820
IKSHC	shape	5	0.800000	0.633259
IKSHC	shape	5	0.900000	0.558021
IKSHC	shape	7	0.400000	0.492458
IKSHC	shape	7	0.500000	0.529218
IKSHC	shape	7	0.600000	0.508443
IKSHC	shape	7	0.700000	0.570425
IKSHC	shape	7	0.800000	0.539954
IKSHC	shape	7	0.900000	0.485048
IKSHC	shape	13	0.400000	0.569838
IKSHC	shape	13	0.500000	0.555015
IKSHC	shape	13	0.600000	0.538190
IKSHC	shape	13	0.700000	0.547170
IKSHC	shape	13	0.800000	0.646644
IKSHC	shape	13	0.900000	0.500549
IKSHC	shape	15	0.400000	0.526075
IKSHC	shape	15	0.500000	0.591189
IKSHC	shape	15	0.600000	0.525849
IKSHC	shape	15	0.700000	0.575733
IKSHC	shape	15	0.800000	0.519449
IKSHC	shape	15	0.900000	0.569703
IKSHC	shape	17	0.400000	0.569456
IKSHC	shape	17	0.500000	0.566437
IKSHC	shape	17	0.600000	0.599836
IKSHC	shape	17	0.700000	0.596803
IKSHC	shape	17	0.800000	0.609365
IKSHC	shape	17	0.900000	0.627495
IKSHC	shape	21	0.400000	0.531158
IKSHC	shape	21	0.500000	0.627868
IKSHC	shape	21	0.600000	0.558015
IKSHC	shape	21	0.700000	0.584407
IKSHC	shape	21	0.800000	0.510695
IKSHC	shape	21	0.900000	0.489432
IKSHC	shape	25	0.400000	0.532495
IKSHC	shape	25	0.500000	0.546899
IKSHC	shape	25	0.600000	0.526275
IKSHC	shape	25	0.700000	0.586705
IKSHC	shape	25	0.800000	0.552551
IKSHC	shape	25	0.900000	0.608712
IKSHC	shape	3	0.400000	0.480663
IKSHC	shape	3	0.500000	0.525860
IKSHC	shape	3	0.600000	0.499136
IKSHC	shape	3	0.700000	0.529904
IKSHC	shape	3	0.800000	0.449871
IKSHC	shape	3	0.900000	0.541992
IKSHC	shape	5	0.400000	0.544109
IKSHC	shape	5	0.500000	0.500704
IKSHC	shape	5	0.600000	0.480392
IKSHC	shape	5	0.700000	0.546217
IKSHC	shape	5	0.800000	0.546120
IKSHC	shape	5	0.900000	0.517444
IKSHC	shape	7	0.400000	0.532425
IKSHC	shape	7	0.500000	0.561599
IKSHC	shape	7	0.600000	0.445672
IKSHC	shape	7	0.700000	0.494966
IKSHC	shape	7	0.800000	0.536637
IKSHC	shape	7	0.900000	0.531765
IKSHC	shape	13	0.400000	0.573451
IKSHC	shape	13	0.500000	0.547143
IKSHC	shape	13	0.600000	0.521543
IKSHC	shape	13	0.700000	0.485341
IKSHC	shape	13	0.800000	0.593088
IKSHC	shape	13	0.900000	0.515599
IKSHC	shape	15	0.400000	0.567475
IKSHC	shape	15	0.500000	0.469000
IKSHC	shape	15	0.600000	0.532389
IKSHC	shape	15	0.700000	0.570991
IKSHC	shape	15	0.800000	0.522640
IKSHC	shape	15	0.900000	0.504875
IKSHC	shape	17	0.400000	0.646116
IKSHC	shape	17	0.500000	0.562446
IKSHC	shape	17	0.600000	0.598781
IKSHC	shape	17	0.700000	0.631860
IKSHC	shape	17	0.800000	0.566784
IKSHC	shape	17	0.900000	0.544206
IKSHC	shape	21	0.400000	0.592363
IKSHC	shape	21	0.500000	0.490802
IKSHC	shape	21	0.600000	0.514369
IKSHC	shape	21	0.700000	0.558839
IKSHC	shape	21	0.800000	0.590186
IKSHC	shape	21	0.900000	0.562605
IKSHC	shape	25	0.400000	0.650874
IKSHC	shape	25	0.500000	0.625234
IKSHC	shape	25	0.600000	0.583305
IKSHC	shape	25	0.700000	0.548060
IKSHC	shape	25	0.800000	0.611685
IKSHC	shape	25	0.900000	0.578332
IKSHC	shape	3	0.400000	0.560677
IKSHC	shape	3	0.500000	0.546385
IKSHC	shape	3	0.600000	0.612726
IKSHC	shape	3	0.700000	0.556103
IKSHC	shape	3	0.800000	0.591932
IKSHC	shape	3	0.900000	0.569150
IKSHC	shape	5	0.400000	0.552988
IKSHC	shape	5	0.500000	0.621324
IKSHC	shape	5	0.600000	0.577599
IKSHC	shape	5	0.700000	0.600089
IKSHC	shape	5	0.800000	0.603317
IKSHC	shape	5	0.900000	0.567215
IKSHC	shape	7	0.400000	0.590623
IKSHC	shape	7	0.500000	0.592885
IKSHC	shape	7	0.600000	0.628527
IKSHC	shape	7	0.700000	0.603351
IKSHC	shape	7	0.800000	0.630039
IKSHC	shape	7	0.900000	0.684261
IKSHC	shape	13	0.400000	0.649383
IKSHC	shape	13	0.500000	0.619427
IKSHC	shape	13	0.600000	0.579268
IKSHC	shape	13	0.700000	0.598142
IKSHC	shape	13	0.800000	0.591741
IKSHC	shape	13	0.900000	0.563724
IKSHC	shape	15	0.400000	0.575923
IKSHC	shape	15	0.500000	0.613011
IKSHC	shape	15	0.600000	0.594257
IKSHC	shape	15	0.700000	0.548739
IKSHC	shape	15	0.800000	0.606327
IKSHC	shape	15	0.900000	0.603112
IKSHC	shape	17	0.400000	0.647363
IKSHC	shape	17	0.500000	0.589050
IKSHC	shape	17	0.600000	0.530670
IKSHC	shape	17	0.700000	0.560933
IKSHC	shape	17	0.800000	0.627464
IKSHC	shape	17	0.900000	0.573602
IKSHC	shape	21	0.400000	0.559503
IKSHC	shape	21	0.500000	0.624052
IKSHC	shape	21	0.600000	0.571845
IKSHC	shape	21	0.700000	0.535767
IKSHC	shape	21	0.800000	0.575018
IKSHC	shape	21	0.900000	0.612286
IKSHC	shape	25	0.400000	0.585938
IKSHC	shape	25	0.500000	0.615199
IKSHC	shape	25	0.600000	0.567714
IKSHC	shape	25	0.700000	0.617509
IKSHC	shape	25	0.800000	0.596661
IKSHC	shape	25	0.900000	0.585044
IKSHC	spam	3	0.400000	0.655341
IKSHC	spam	3	0.500000	0.674496
IKSHC	spam	3	0.600000	0.674693
IKSHC	spam	3	0.700000	0.672646
IKSHC	spam	3	0.800000	0.662363
IKSHC	spam	3	0.900000	0.671264
IKSHC	spam	5	0.400000	0.664645
IKSHC	spam	5	0.500000	0.669658
IKSHC	spam	5	0.600000	0.666962
IKSHC	spam	5	0.700000	0.673575
IKSHC	spam	5	0.800000	0.663920
IKSHC	spam	5	0.900000	0.663468
IKSHC	spam	7	0.400000	0.666642
IKSHC	spam	7	0.500000	0.677463
IKSHC	spam	7	0.600000	0.657758
IKSHC	spam	7	0.700000	0.659221
IKSHC	spam	7	0.800000	0.667843
IKSHC	spam	7	0.900000	0.659656
IKSHC	spam	13	0.400000	0.659528
IKSHC	spam	13	0.500000	0.655929
IKSHC	spam	13	0.600000	0.661331
IKSHC	spam	13	0.700000	0.652721
IKSHC	spam	13	0.800000	0.657882
IKSHC	spam	13	0.900000	0.661122
IKSHC	spam	15	0.400000	0.652316
IKSHC	spam	15	0.500000	0.645879
IKSHC	spam	15	0.600000	0.665785
IKSHC	spam	15	0.700000	0.665612
IKSHC	spam	15	0.800000	0.661718
IKSHC	spam	15	0.900000	0.656883
IKSHC	spam	17	0.400000	0.650942
IKSHC	spam	17	0.500000	0.656509
IKSHC	spam	17	0.600000	0.651002
IKSHC	spam	17	0.700000	0.656283
IKSHC	spam	17	0.800000	0.648691
IKSHC	spam	17	0.900000	0.661572
IKSHC	spam	21	0.400000	0.647301
IKSHC	spam	21	0.500000	0.656355
IKSHC	spam	21	0.600000	0.641725
IKSHC	spam	21	0.700000	0.660542
IKSHC	spam	21	0.800000	0.659133
IKSHC	spam	21	0.900000	0.655109
IKSHC	spam	25	0.400000	0.653843
IKSHC	spam	25	0.500000	0.660988
IKSHC	spam	25	0.600000	0.653467
IKSHC	spam	25	0.700000	0.650207
IKSHC	spam	25	0.800000	0.656781
IKSHC	spam	25	0.900000	0.659237
IKSHC	spam	3	0.400000	0.678133
IKSHC	spam	3	0.500000	0.681980
IKSHC	spam	3	0.600000	0.664417
IKSHC	spam	3	0.700000	0.656188
IKSHC	spam	3	0.800000	0.677664
IKSHC	spam	3	0.900000	0.676152
IKSHC	spam	5	0.400000	0.674161
IKSHC	spam	5	0.500000	0.650578
IKSHC	spam	5	0.600000	0.678011
IKSHC	spam	5	0.700000	0.671857
IKSHC	spam	5	0.800000	0.663105
IKSHC	spam	5	0.900000	0.670662
IKSHC	spam	7	0.400000	0.667418
IKSHC	spam	7	0.500000	0.667960
IKSHC	spam	7	0.600000	0.670645
IKSHC	spam	7	0.700000	0.635964
IKSHC	spam	7	0.800000	0.663390
IKSHC	spam	7	0.900000	0.667962
IKSHC	spam	13	0.400000	0.666743
IKSHC	spam	13	0.500000	0.664643
IKSHC	spam	13	0.600000	0.669827
IKSHC	spam	13	0.700000	0.646534
IKSHC	spam	13	0.800000	0.660852
IKSHC	spam	13	0.900000	0.654168
IKSHC	spam	15	0.400000	0.644888
IKSHC	spam	15	0.500000	0.662589
IKSHC	spam	15	0.600000	0.655987
IKSHC	spam	15	0.700000	0.643724
IKSHC	spam	15	0.800000	0.629032
IKSHC	spam	15	0.900000	0.657263
IKSHC	spam	17	0.400000	0.641073
IKSHC	spam	17	0.500000	0.645550
IKSHC	spam	17	0.600000	0.630659
IKSHC	spam	17	0.700000	0.649076
IKSHC	spam	17	0.800000	0.641860
IKSHC	spam	17	0.900000	0.657858
IKSHC	spam	21	0.400000	0.643166
IKSHC	spam	21	0.500000	0.650141
IKSHC	spam	21	0.600000	0.642935
IKSHC	spam	21	0.700000	0.643415
IKSHC	spam	21	0.800000	0.627900
IKSHC	spam	21	0.900000	0.639749
IKSHC	spam	25	0.400000	0.621739
IKSHC	spam	25	0.500000	0.641464
IKSHC	spam	25	0.600000	0.646468
IKSHC	spam	25	0.700000	0.645462
IKSHC	spam	25	0.800000	0.637414
IKSHC	spam	25	0.900000	0.634372
IKSHC	spam	3	0.400000	0.665397
IKSHC	spam	3	0.500000	0.666724
IKSHC	spam	3	0.600000	0.681848
IKSHC	spam	3	0.700000	0.669785
IKSHC	spam	3	0.800000	0.655370
IKSHC	spam	3	0.900000	0.664809
IKSHC	spam	5	0.400000	0.655231
IKSHC	spam	5	0.500000	0.660946
IKSHC	spam	5	0.600000	0.651259
IKSHC	spam	5	0.700000	0.665654
IKSHC	spam	5	0.800000	0.661739
IKSHC	spam	5	0.900000	0.666080
IKSHC	spam	7	0.400000	0.659933
IKSHC	spam	7	0.500000	0.656715
IKSHC	spam	7	0.600000	0.656537
IKSHC	spam	7	0.700000	0.657184
IKSHC	spam	7	0.800000	0.643547
IKSHC	spam	7	0.900000	0.644880
IKSHC	spam	13	0.400000	0.651013
IKSHC	spam	13	0.500000	0.653431
IKSHC	spam	13	0.600000	0.655796
IKSHC	spam	13	0.700000	0.654323
IKSHC	spam	13	0.800000	0.646482
IKSHC	spam	13	0.900000	0.638743
IKSHC	spam	15	0.400000	0.644928
IKSHC	spam	15	0.500000	0.647532
IKSHC	spam	15	0.600000	0.644482
IKSHC	spam	15	0.700000	0.652180
IKSHC	spam	15	0.800000	0.653523
IKSHC	spam	15	0.900000	0.659710
IKSHC	spam	17	0.400000	0.643068
IKSHC	spam	17	0.500000	0.631336
IKSHC	spam	17	0.600000	0.640611
IKSHC	spam	17	0.700000	0.662708
IKSHC	spam	17	0.800000	0.659469
IKSHC	spam	17	0.900000	0.644591
IKSHC	spam	21	0.400000	0.655081
IKSHC	spam	21	0.500000	0.639008
IKSHC	spam	21	0.600000	0.643601
IKSHC	spam	21	0.700000	0.643311
IKSHC	spam	21	0.800000	0.648430
IKSHC	spam	21	0.900000	0.645703
IKSHC	spam	25	0.400000	0.638498
IKSHC	spam	25	0.500000	0.639758
IKSHC	spam	25	0.600000	0.638201
IKSHC	spam	25	0.700000	0.635123
IKSHC	spam	25	0.800000	0.649508
IKSHC	spam	25	0.900000	0.644815
IKSHC	spam	3	0.400000	0.674476
IKSHC	spam	3	0.500000	0.664556
IKSHC	spam	3	0.600000	0.670444
IKSHC	spam	3	0.700000	0.667319
IKSHC	spam	3	0.800000	0.664640
IKSHC	spam	3	0.900000	0.673674
IKSHC	spam	5	0.400000	0.680899
IKSHC	spam	5	0.500000	0.671017
IKSHC	spam	5	0.600000	0.672240
IKSHC	spam	5	0.700000	0.672776
IKSHC	spam	5	0.800000	0.661108
IKSHC	spam	5	0.900000	0.663099
IKSHC	spam	7	0.400000	0.666748
IKSHC	spam	7	0.500000	0.675866
IKSHC	spam	7	0.600000	0.679446
IKSHC	spam	7	0.700000	0.667198
IKSHC	spam	7	0.800000	0.670651
IKSHC	spam	7	0.900000	0.662667
IKSHC	spam	13	0.400000	0.660891
IKSHC	spam	13	0.500000	0.659286
IKSHC	spam	13	0.600000	0.663284
IKSHC	spam	13	0.700000	0.666034
IKSHC	spam	13	0.800000	0.659130
IKSHC	spam	13	0.900000	0.663408
IKSHC	spam	15	0.400000	0.659062
IKSHC	spam	15	0.500000	0.657454
IKSHC	spam	15	0.600000	0.658868
IKSHC	spam	15	0.700000	0.662140
IKSHC	spam	15	0.800000	0.667581
IKSHC	spam	15	0.900000	0.659377
IKSHC	spam	17	0.400000	0.661232
IKSHC	spam	17	0.500000	0.653258
IKSHC	spam	17	0.600000	0.645522
IKSHC	spam	17	0.700000	0.654823
IKSHC	spam	17	0.800000	0.652003
IKSHC	spam	17	0.900000	0.654034
IKSHC	spam	21	0.400000	0.655884
IKSHC	spam	21	0.500000	0.653443
IKSHC	spam	21	0.600000	0.655053
IKSHC	spam	21	0.700000	0.652907
