dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
musk_shuffle_0	IKSHC	0.550940	0.816216	13	0.5
musk_shuffle_0	PERCH	0.551545	0.499669
musk_shuffle_1	IKSHC	0.563597	0.832299	25	0.4
musk_shuffle_1	PERCH	0.551800	0.544023
musk_shuffle_2	IKSHC	0.565670	0.791892	25	0.6
musk_shuffle_2	PERCH	0.540345	0.507643
musk_shuffle_3	IKSHC	0.556689	0.823707	21	0.5
musk_shuffle_3	PERCH	0.563920	0.497697
musk_shuffle_4	IKSHC	0.558678	0.790645	17	0.9
musk_shuffle_4	PERCH	0.560579	0.555825
musk_shuffle_5	IKSHC	0.562219	0.824112	21	0.7
musk_shuffle_5	PERCH	0.553086	0.523774
musk_shuffle_6	IKSHC	0.558780	0.794055	21	0.7
musk_shuffle_6	PERCH	0.532342	0.460826
musk_shuffle_7	IKSHC	0.553320	0.818206	13	0.4
musk_shuffle_7	PERCH	0.545639	0.464641
musk_shuffle_8	IKSHC	0.553483	0.825718	17	0.5
musk_shuffle_8	PERCH	0.550288	0.535341
musk_shuffle_9	IKSHC	0.547394	0.808305	17	0.4
musk_shuffle_9	PERCH	0.531389	0.508353
