5000	0.13496756553649902
10000	4.367475748062134
15000	6.41751503944397
20000	8.563751459121704
25000	10.73867154121399
30000	13.115196466445923
35000	15.334499597549438
40000	17.7358341217041
45000	20.002593994140625
50000	22.27773094177246
55000	24.809608697891235
60000	27.142467498779297
65000	29.48734188079834
70000	31.85166025161743
75000	34.497989654541016
80000	36.89046335220337
85000	39.29603886604309
90000	41.70773983001709
95000	44.49991464614868
100000	46.929322719573975
105000	49.3678412437439
5000	0.13499855995178223
10000	7.886901378631592
15000	13.15478515625
20000	18.580140829086304
25000	24.055590391159058
30000	29.47654366493225
35000	35.07417392730713
40000	40.59464979171753
45000	46.13147568702698
50000	51.8414740562439
55000	57.41659212112427
60000	63.03458571434021
65000	68.88258910179138
70000	74.50891208648682
75000	80.13123059272766
80000	85.76503086090088
85000	91.42962574958801
90000	97.42916703224182
95000	103.1359875202179
100000	108.84399461746216
105000	114.55921077728271
5000	0.13486552238464355
10000	6.311161994934082
15000	9.17743444442749
20000	12.175735712051392
25000	15.163893222808838
30000	18.337449550628662
35000	21.46623945236206
40000	24.784398078918457
45000	27.99857997894287
50000	31.23972749710083
55000	34.797181129455566
60000	38.0949285030365
65000	41.39240503311157
70000	44.73591899871826
75000	48.360675573349
80000	51.746968030929565
85000	55.18007254600525
90000	58.63907074928284
95000	62.479289054870605
100000	65.96620535850525
105000	69.49657917022705
5000	0.12999820709228516
10000	6.986523628234863
15000	10.297283172607422
20000	13.58457064628601
25000	16.917747974395752
30000	20.414165019989014
35000	24.0530788898468
40000	27.691873788833618
45000	31.253910064697266
50000	34.829365730285645
55000	38.64137506484985
60000	42.291967153549194
65000	46.01344704627991
70000	49.74130845069885
75000	53.732499837875366
80000	57.4766845703125
85000	61.24367141723633
90000	65.04184126853943
95000	69.18979549407959
100000	72.99809527397156
105000	76.86695170402527
5000	0.13460326194763184
10000	4.295839786529541
15000	6.374350070953369
20000	8.54257321357727
25000	10.706879615783691
30000	13.00452446937561
35000	15.250157594680786
40000	17.65460443496704
45000	19.958948850631714
50000	22.2818500995636
55000	24.81959891319275
60000	27.20101547241211
65000	29.6022207736969
70000	32.01787996292114
75000	34.745933294296265
80000	37.24477529525757
85000	39.71611404418945
90000	42.21959137916565
95000	45.062944650650024
100000	47.55482029914856
105000	50.08145093917847
