dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
pendig_shuffle_0	IKSHC	0.647321	36.453568	25	0.5
pendig_shuffle_0	PERCH	0.554777	11.683236
pendig_shuffle_1	IKSHC	0.654663	38.021308	25	0.7
pendig_shuffle_1	PERCH	0.549882	11.436029
pendig_shuffle_2	IKSHC	0.655894	38.313167	25	0.7
pendig_shuffle_2	PERCH	0.562576	11.310040
pendig_shuffle_3	IKSHC	0.649750	37.362335	25	0.4
pendig_shuffle_3	PERCH	0.621857	11.126089
pendig_shuffle_4	IKSHC	0.669793	37.884557	25	0.4
pendig_shuffle_4	PERCH	0.578930	12.139646
pendig_shuffle_5	IKSHC	0.684300	37.049856	25	0.4
pendig_shuffle_5	PERCH	0.596511	10.406663
pendig_shuffle_6	IKSHC	0.672435	35.772333	25	0.9
pendig_shuffle_6	PERCH	0.534628	10.537372
pendig_shuffle_7	IKSHC	0.664740	35.689070	25	0.8
pendig_shuffle_7	PERCH	0.670708	10.171409
