dataset	algorithm	purity	clustering_time_elapsed	max_psi	max_rt
ALLAML_shuffle_0	IKSHC	0.726067	2.278347	5	0.8
ALLAML_shuffle_0	PERCH	0.623156	1.071575
ALLAML_shuffle_1	IKSHC	0.750615	2.292036	7	0.6
ALLAML_shuffle_1	PERCH	0.620314	0.448928
ALLAML_shuffle_2	IKSHC	0.692184	2.237189	5	0.8
ALLAML_shuffle_2	PERCH	0.579256	0.448823
ALLAML_shuffle_3	IKSHC	0.680479	2.264969	3	0.8
ALLAML_shuffle_3	PERCH	0.589359	0.435207
ALLAML_shuffle_4	IKSHC	0.702532	2.216491	5	0.7
ALLAML_shuffle_4	PERCH	0.567971	0.422083
ALLAML_shuffle_5	IKSHC	0.643373	2.239352	15	1
ALLAML_shuffle_5	PERCH	0.711084	0.460125
ALLAML_shuffle_6	IKSHC	0.745693	2.288418	5	0.7
ALLAML_shuffle_6	PERCH	0.639342	0.481120
ALLAML_shuffle_7	IKSHC	0.666203	2.241836	7	0.8
ALLAML_shuffle_7	PERCH	0.634431	0.435112
ALLAML_shuffle_8	IKSHC	0.679936	2.136683	7	0.8
ALLAML_shuffle_8	PERCH	0.609237	0.473958
ALLAML_shuffle_9	IKSHC	0.779824	2.260054	15	0.8
ALLAML_shuffle_9	PERCH	0.634301	0.438733
