algorithm	dataset	psi	beta	purity
IKSHC	shape	3	0.400000	0.619001
IKSHC	shape	3	0.500000	0.609905
IKSHC	shape	3	0.600000	0.576185
IKSHC	shape	3	0.700000	0.582798
IKSHC	shape	3	0.800000	0.585375
IKSHC	shape	3	0.900000	0.585607
IKSHC	shape	5	0.400000	0.635438
IKSHC	shape	5	0.500000	0.565231
IKSHC	shape	5	0.600000	0.532608
IKSHC	shape	5	0.700000	0.605705
IKSHC	shape	5	0.800000	0.578095
IKSHC	shape	5	0.900000	0.599956
IKSHC	shape	7	0.400000	0.557778
IKSHC	shape	7	0.500000	0.612989
IKSHC	shape	7	0.600000	0.587468
IKSHC	shape	7	0.700000	0.574507
IKSHC	shape	7	0.800000	0.602244
IKSHC	shape	7	0.900000	0.531003
IKSHC	shape	13	0.400000	0.595214
IKSHC	shape	13	0.500000	0.592677
IKSHC	shape	13	0.600000	0.626661
IKSHC	shape	13	0.700000	0.562480
IKSHC	shape	13	0.800000	0.584613
IKSHC	shape	13	0.900000	0.566473
IKSHC	shape	15	0.400000	0.544578
IKSHC	shape	15	0.500000	0.601283
IKSHC	shape	15	0.600000	0.561138
IKSHC	shape	15	0.700000	0.524640
IKSHC	shape	15	0.800000	0.557602
IKSHC	shape	15	0.900000	0.589587
IKSHC	shape	17	0.400000	0.557641
IKSHC	shape	17	0.500000	0.526262
IKSHC	shape	17	0.600000	0.598997
IKSHC	shape	17	0.700000	0.580694
IKSHC	shape	17	0.800000	0.572854
IKSHC	shape	17	0.900000	0.582077
IKSHC	shape	21	0.400000	0.478557
IKSHC	shape	21	0.500000	0.543304
IKSHC	shape	21	0.600000	0.613165
IKSHC	shape	21	0.700000	0.524938
IKSHC	shape	21	0.800000	0.577052
IKSHC	shape	21	0.900000	0.595471
IKSHC	shape	25	0.400000	0.575868
IKSHC	shape	25	0.500000	0.589625
IKSHC	shape	25	0.600000	0.488403
IKSHC	shape	25	0.700000	0.538295
IKSHC	shape	25	0.800000	0.575444
IKSHC	shape	25	0.900000	0.492590
IKSHC	shape	3	0.400000	0.509715
IKSHC	shape	3	0.500000	0.545805
IKSHC	shape	3	0.600000	0.520907
IKSHC	shape	3	0.700000	0.459322
IKSHC	shape	3	0.800000	0.518431
IKSHC	shape	3	0.900000	0.495318
IKSHC	shape	5	0.400000	0.563375
IKSHC	shape	5	0.500000	0.580509
IKSHC	shape	5	0.600000	0.606551
IKSHC	shape	5	0.700000	0.523968
IKSHC	shape	5	0.800000	0.530251
IKSHC	shape	5	0.900000	0.588498
IKSHC	shape	7	0.400000	0.609553
IKSHC	shape	7	0.500000	0.576033
IKSHC	shape	7	0.600000	0.594004
IKSHC	shape	7	0.700000	0.577198
IKSHC	shape	7	0.800000	0.539982
IKSHC	shape	7	0.900000	0.489543
IKSHC	shape	13	0.400000	0.658470
IKSHC	shape	13	0.500000	0.637363
IKSHC	shape	13	0.600000	0.674345
IKSHC	shape	13	0.700000	0.577296
IKSHC	shape	13	0.800000	0.590775
IKSHC	shape	13	0.900000	0.575866
IKSHC	shape	15	0.400000	0.583725
IKSHC	shape	15	0.500000	0.595872
IKSHC	shape	15	0.600000	0.700500
IKSHC	shape	15	0.700000	0.651966
IKSHC	shape	15	0.800000	0.654267
IKSHC	shape	15	0.900000	0.635151
IKSHC	shape	17	0.400000	0.637431
IKSHC	shape	17	0.500000	0.587703
IKSHC	shape	17	0.600000	0.647901
IKSHC	shape	17	0.700000	0.595080
IKSHC	shape	17	0.800000	0.619485
IKSHC	shape	17	0.900000	0.683785
IKSHC	shape	21	0.400000	0.742404
IKSHC	shape	21	0.500000	0.611994
IKSHC	shape	21	0.600000	0.672273
IKSHC	shape	21	0.700000	0.625986
IKSHC	shape	21	0.800000	0.594866
IKSHC	shape	21	0.900000	0.670196
IKSHC	shape	25	0.400000	0.628147
IKSHC	shape	25	0.500000	0.599970
IKSHC	shape	25	0.600000	0.605822
IKSHC	shape	25	0.700000	0.648769
IKSHC	shape	25	0.800000	0.628953
IKSHC	shape	25	0.900000	0.690409
IKSHC	shape	3	0.400000	0.503069
IKSHC	shape	3	0.500000	0.517835
IKSHC	shape	3	0.600000	0.559741
IKSHC	shape	3	0.700000	0.540734
IKSHC	shape	3	0.800000	0.586369
IKSHC	shape	3	0.900000	0.519641
IKSHC	shape	5	0.400000	0.489137
IKSHC	shape	5	0.500000	0.524541
IKSHC	shape	5	0.600000	0.505183
IKSHC	shape	5	0.700000	0.514064
IKSHC	shape	5	0.800000	0.549707
IKSHC	shape	5	0.900000	0.491465
IKSHC	shape	7	0.400000	0.609926
IKSHC	shape	7	0.500000	0.511471
IKSHC	shape	7	0.600000	0.563460
IKSHC	shape	7	0.700000	0.485532
IKSHC	shape	7	0.800000	0.517760
IKSHC	shape	7	0.900000	0.539175
IKSHC	shape	13	0.400000	0.531095
IKSHC	shape	13	0.500000	0.592583
IKSHC	shape	13	0.600000	0.554536
IKSHC	shape	13	0.700000	0.541552
IKSHC	shape	13	0.800000	0.544715
IKSHC	shape	13	0.900000	0.492778
IKSHC	shape	15	0.400000	0.600179
IKSHC	shape	15	0.500000	0.623605
IKSHC	shape	15	0.600000	0.520723
IKSHC	shape	15	0.700000	0.554556
IKSHC	shape	15	0.800000	0.575842
IKSHC	shape	15	0.900000	0.566825
IKSHC	shape	17	0.400000	0.516063
IKSHC	shape	17	0.500000	0.527423
IKSHC	shape	17	0.600000	0.499639
IKSHC	shape	17	0.700000	0.491368
