algorithm	dataset	psi	beta	purity
IKSHC	control	13	0.800000	0.718601
IKSHC	control	13	0.900000	0.739039
IKSHC	control	15	0.400000	0.715887
IKSHC	control	15	0.500000	0.713173
IKSHC	control	15	0.600000	0.749684
IKSHC	control	15	0.700000	0.706759
IKSHC	control	15	0.800000	0.712068
IKSHC	control	15	0.900000	0.685906
IKSHC	control	17	0.400000	0.720885
IKSHC	control	17	0.500000	0.719252
IKSHC	control	17	0.600000	0.706809
IKSHC	control	17	0.700000	0.714798
IKSHC	control	17	0.800000	0.735334
IKSHC	control	17	0.900000	0.720754
IKSHC	control	21	0.400000	0.708023
IKSHC	control	21	0.500000	0.717112
IKSHC	control	21	0.600000	0.707378
IKSHC	control	21	0.700000	0.706055
IKSHC	control	21	0.800000	0.708892
IKSHC	control	21	0.900000	0.709435
IKSHC	control	25	0.400000	0.723153
IKSHC	control	25	0.500000	0.700640
IKSHC	control	25	0.600000	0.726186
IKSHC	control	25	0.700000	0.715024
IKSHC	control	25	0.800000	0.682914
IKSHC	control	25	0.900000	0.721642
IKSHC	control	3	0.400000	0.743211
IKSHC	control	3	0.500000	0.717046
IKSHC	control	3	0.600000	0.702761
IKSHC	control	3	0.700000	0.762102
IKSHC	control	3	0.800000	0.743073
IKSHC	control	3	0.900000	0.740108
IKSHC	control	5	0.400000	0.714228
IKSHC	control	5	0.500000	0.692802
IKSHC	control	5	0.600000	0.745651
IKSHC	control	5	0.700000	0.782367
IKSHC	control	5	0.800000	0.745258
IKSHC	control	5	0.900000	0.721987
IKSHC	control	7	0.400000	0.723975
IKSHC	control	7	0.500000	0.741141
IKSHC	control	7	0.600000	0.693789
IKSHC	control	7	0.700000	0.727055
IKSHC	control	7	0.800000	0.742858
IKSHC	control	7	0.900000	0.721748
IKSHC	control	13	0.400000	0.801903
IKSHC	control	13	0.500000	0.734356
IKSHC	control	13	0.600000	0.787512
IKSHC	control	13	0.700000	0.809938
IKSHC	control	13	0.800000	0.809431
IKSHC	control	13	0.900000	0.817170
IKSHC	control	15	0.400000	0.830842
IKSHC	control	15	0.500000	0.743332
IKSHC	control	15	0.600000	0.804523
IKSHC	control	15	0.700000	0.758689
IKSHC	control	15	0.800000	0.793022
IKSHC	control	15	0.900000	0.747626
IKSHC	control	17	0.400000	0.817342
IKSHC	control	17	0.500000	0.797520
IKSHC	control	17	0.600000	0.783034
IKSHC	control	17	0.700000	0.798974
IKSHC	control	17	0.800000	0.759291
IKSHC	control	17	0.900000	0.807872
IKSHC	control	21	0.400000	0.803506
IKSHC	control	21	0.500000	0.760971
IKSHC	control	21	0.600000	0.795884
IKSHC	control	21	0.700000	0.783629
IKSHC	control	21	0.800000	0.816262
IKSHC	control	21	0.900000	0.832832
IKSHC	control	25	0.400000	0.745608
IKSHC	control	25	0.500000	0.798528
IKSHC	control	25	0.600000	0.795282
IKSHC	control	25	0.700000	0.753975
IKSHC	control	25	0.800000	0.773654
IKSHC	control	25	0.900000	0.771629
IKSHC	control	3	0.400000	0.732932
IKSHC	control	3	0.500000	0.716352
IKSHC	control	3	0.600000	0.754610
IKSHC	control	3	0.700000	0.756260
IKSHC	control	3	0.800000	0.743342
IKSHC	control	3	0.900000	0.720813
IKSHC	control	5	0.400000	0.734449
IKSHC	control	5	0.500000	0.751079
IKSHC	control	5	0.600000	0.780155
IKSHC	control	5	0.700000	0.732445
IKSHC	control	5	0.800000	0.742960
IKSHC	control	5	0.900000	0.763195
IKSHC	control	7	0.400000	0.757088
IKSHC	control	7	0.500000	0.745046
IKSHC	control	7	0.600000	0.728397
IKSHC	control	7	0.700000	0.760432
IKSHC	control	7	0.800000	0.760928
IKSHC	control	7	0.900000	0.695498
IKSHC	control	13	0.400000	0.775452
IKSHC	control	13	0.500000	0.774684
IKSHC	control	13	0.600000	0.708636
IKSHC	control	13	0.700000	0.741789
IKSHC	control	13	0.800000	0.737233
IKSHC	control	13	0.900000	0.761233
IKSHC	control	15	0.400000	0.728789
IKSHC	control	15	0.500000	0.746915
IKSHC	control	15	0.600000	0.734538
IKSHC	control	15	0.700000	0.753239
IKSHC	control	15	0.800000	0.749057
IKSHC	control	15	0.900000	0.741173
IKSHC	control	17	0.400000	0.783341
IKSHC	control	17	0.500000	0.701240
IKSHC	control	17	0.600000	0.770564
IKSHC	control	17	0.700000	0.759785
IKSHC	control	17	0.800000	0.694971
IKSHC	control	17	0.900000	0.714156
IKSHC	control	21	0.400000	0.745028
IKSHC	control	21	0.500000	0.769038
IKSHC	control	21	0.600000	0.716049
IKSHC	control	21	0.700000	0.783175
IKSHC	control	21	0.800000	0.745587
IKSHC	control	21	0.900000	0.717748
IKSHC	control	25	0.400000	0.685754
IKSHC	control	25	0.500000	0.714436
IKSHC	control	25	0.600000	0.760116
IKSHC	control	25	0.700000	0.757280
IKSHC	control	25	0.800000	0.743618
IKSHC	control	25	0.900000	0.791900
IKSHC	control	3	0.400000	0.732549
IKSHC	control	3	0.500000	0.682766
IKSHC	control	3	0.600000	0.774250
IKSHC	control	3	0.700000	0.762004
IKSHC	control	3	0.800000	0.784418
IKSHC	control	3	0.900000	0.782619
IKSHC	control	5	0.400000	0.791297
IKSHC	control	5	0.500000	0.762878
IKSHC	control	5	0.600000	0.695149
IKSHC	control	5	0.700000	0.654913
IKSHC	control	5	0.800000	0.697699
IKSHC	control	5	0.900000	0.663725
IKSHC	control	7	0.400000	0.755059
IKSHC	control	7	0.500000	0.789470
IKSHC	control	7	0.600000	0.793135
IKSHC	control	7	0.700000	0.669588
IKSHC	control	7	0.800000	0.812120
IKSHC	control	7	0.900000	0.686599
IKSHC	control	13	0.400000	0.802760
IKSHC	control	13	0.500000	0.725292
IKSHC	control	13	0.600000	0.731511
IKSHC	control	13	0.700000	0.784396
IKSHC	control	13	0.800000	0.729594
IKSHC	control	13	0.900000	0.742966
IKSHC	control	15	0.400000	0.754894
IKSHC	control	15	0.500000	0.800811
IKSHC	control	15	0.600000	0.749890
IKSHC	control	15	0.700000	0.723755
IKSHC	control	15	0.800000	0.752809
IKSHC	control	15	0.900000	0.756919
IKSHC	control	17	0.400000	0.736087
IKSHC	control	17	0.500000	0.759671
IKSHC	control	17	0.600000	0.730953
IKSHC	control	17	0.700000	0.789955
IKSHC	control	17	0.800000	0.792632
IKSHC	control	17	0.900000	0.727981
IKSHC	control	21	0.400000	0.738205
IKSHC	control	21	0.500000	0.782082
IKSHC	control	21	0.600000	0.766922
IKSHC	control	21	0.700000	0.757592
IKSHC	control	21	0.800000	0.775846
IKSHC	control	21	0.900000	0.730788
IKSHC	control	25	0.400000	0.739162
IKSHC	control	25	0.500000	0.609474
IKSHC	control	25	0.600000	0.706396
IKSHC	control	25	0.700000	0.713432
IKSHC	control	25	0.800000	0.699462
IKSHC	control	25	0.900000	0.727720
IKSHC	control	3	0.400000	0.737661
IKSHC	control	3	0.500000	0.763491
IKSHC	control	3	0.600000	0.763696
IKSHC	control	3	0.700000	0.765801
IKSHC	control	3	0.800000	0.769749
IKSHC	control	3	0.900000	0.766966
IKSHC	control	5	0.400000	0.768786
IKSHC	control	5	0.500000	0.733532
IKSHC	control	5	0.600000	0.744261
IKSHC	control	5	0.700000	0.754544
IKSHC	control	5	0.800000	0.759308
IKSHC	control	5	0.900000	0.750210
IKSHC	control	7	0.400000	0.727506
IKSHC	control	7	0.500000	0.738989
IKSHC	control	7	0.600000	0.769241
IKSHC	control	7	0.700000	0.759140
IKSHC	control	7	0.800000	0.729827
IKSHC	control	7	0.900000	0.739301
IKSHC	control	13	0.400000	0.718982
IKSHC	control	13	0.500000	0.752078
IKSHC	control	13	0.600000	0.705256
IKSHC	control	13	0.700000	0.752644
IKSHC	control	13	0.800000	0.704707
IKSHC	control	13	0.900000	0.742645
IKSHC	control	15	0.400000	0.750735
IKSHC	control	15	0.500000	0.752668
IKSHC	control	15	0.600000	0.762683
IKSHC	control	15	0.700000	0.733196
IKSHC	control	15	0.800000	0.742289
IKSHC	control	15	0.900000	0.689757
IKSHC	control	17	0.400000	0.710473
IKSHC	control	17	0.500000	0.759679
IKSHC	control	17	0.600000	0.704525
IKSHC	control	17	0.700000	0.783554
IKSHC	control	17	0.800000	0.732145
IKSHC	control	17	0.900000	0.723436
IKSHC	control	21	0.400000	0.710301
IKSHC	control	21	0.500000	0.727562
IKSHC	control	21	0.600000	0.706424
IKSHC	control	21	0.700000	0.694595
IKSHC	control	21	0.800000	0.723331
IKSHC	control	21	0.900000	0.726377
IKSHC	control	25	0.400000	0.703445
IKSHC	control	25	0.500000	0.674228
IKSHC	control	25	0.600000	0.714662
IKSHC	control	25	0.700000	0.718379
IKSHC	control	25	0.800000	0.725101
IKSHC	control	25	0.900000	0.735874
IKSHC	control	3	0.400000	0.734870
IKSHC	control	3	0.500000	0.712180
IKSHC	control	3	0.600000	0.746161
IKSHC	control	3	0.700000	0.755784
IKSHC	control	3	0.800000	0.734783
IKSHC	control	3	0.900000	0.741462
IKSHC	control	5	0.400000	0.728773
IKSHC	control	5	0.500000	0.737246
IKSHC	control	5	0.600000	0.779469
IKSHC	control	5	0.700000	0.741828
IKSHC	control	5	0.800000	0.748655
IKSHC	control	5	0.900000	0.722999
IKSHC	control	7	0.400000	0.730069
IKSHC	control	7	0.500000	0.731252
IKSHC	control	7	0.600000	0.715135
IKSHC	control	7	0.700000	0.764831
IKSHC	control	7	0.800000	0.704215
IKSHC	control	7	0.900000	0.717093
IKSHC	control	13	0.400000	0.782469
IKSHC	control	13	0.500000	0.752848
IKSHC	control	13	0.600000	0.778055
IKSHC	control	13	0.700000	0.780078
IKSHC	control	13	0.800000	0.755715
IKSHC	control	13	0.900000	0.736892
IKSHC	control	15	0.400000	0.746772
IKSHC	control	15	0.500000	0.784743
IKSHC	control	15	0.600000	0.781540
IKSHC	control	15	0.700000	0.762157
IKSHC	control	15	0.800000	0.751456
IKSHC	control	15	0.900000	0.759174
IKSHC	control	17	0.400000	0.764306
IKSHC	control	17	0.500000	0.778211
IKSHC	control	17	0.600000	0.774721
IKSHC	control	17	0.700000	0.780553
IKSHC	control	17	0.800000	0.797096
IKSHC	control	17	0.900000	0.766255
IKSHC	control	21	0.400000	0.764879
IKSHC	control	21	0.500000	0.762497
IKSHC	control	21	0.600000	0.761707
IKSHC	control	21	0.700000	0.787333
IKSHC	control	21	0.800000	0.762433
IKSHC	control	21	0.900000	0.775109
IKSHC	control	25	0.400000	0.793200
IKSHC	control	25	0.500000	0.767269
IKSHC	control	25	0.600000	0.792607
IKSHC	control	25	0.700000	0.775398
IKSHC	control	25	0.800000	0.765063
IKSHC	control	25	0.900000	0.777710
IKSHC	control	3	0.400000	0.754230
IKSHC	control	3	0.500000	0.729307
IKSHC	control	3	0.600000	0.721802
IKSHC	control	3	0.700000	0.744461
IKSHC	control	3	0.800000	0.738280
IKSHC	control	3	0.900000	0.717333
IKSHC	control	5	0.400000	0.741799
IKSHC	control	5	0.500000	0.791938
IKSHC	control	5	0.600000	0.777231
IKSHC	control	5	0.700000	0.740913
IKSHC	control	5	0.800000	0.759555
IKSHC	control	5	0.900000	0.757031
IKSHC	control	7	0.400000	0.713984
IKSHC	control	7	0.500000	0.713698
IKSHC	control	7	0.600000	0.742857
IKSHC	control	7	0.700000	0.757519
IKSHC	control	7	0.800000	0.761971
IKSHC	control	7	0.900000	0.747777
IKSHC	control	13	0.400000	0.739840
IKSHC	control	13	0.500000	0.744664
IKSHC	control	13	0.600000	0.768749
IKSHC	control	13	0.700000	0.746512
IKSHC	control	13	0.800000	0.768659
IKSHC	control	13	0.900000	0.762722
IKSHC	control	15	0.400000	0.723813
IKSHC	control	15	0.500000	0.749109
IKSHC	control	15	0.600000	0.752307
IKSHC	control	15	0.700000	0.756138
IKSHC	control	15	0.800000	0.739314
IKSHC	control	15	0.900000	0.742530
IKSHC	control	17	0.400000	0.750509
IKSHC	control	17	0.500000	0.765388
IKSHC	control	17	0.600000	0.742465
IKSHC	control	17	0.700000	0.744342
IKSHC	control	17	0.800000	0.775943
IKSHC	control	17	0.900000	0.753217
IKSHC	control	21	0.400000	0.787012
IKSHC	control	21	0.500000	0.750445
IKSHC	control	21	0.600000	0.756909
IKSHC	control	21	0.700000	0.733179
IKSHC	control	21	0.800000	0.769537
IKSHC	control	21	0.900000	0.774322
IKSHC	control	25	0.400000	0.782007
IKSHC	control	25	0.500000	0.767761
IKSHC	control	25	0.600000	0.790664
IKSHC	control	25	0.700000	0.755111
IKSHC	control	25	0.800000	0.761114
IKSHC	control	25	0.900000	0.710344
IKSHC	diabetes	3	0.400000	0.614775
IKSHC	diabetes	3	0.500000	0.593861
IKSHC	diabetes	3	0.600000	0.615056
IKSHC	diabetes	3	0.700000	0.602492
IKSHC	diabetes	3	0.800000	0.611010
IKSHC	diabetes	3	0.900000	0.606631
IKSHC	diabetes	5	0.400000	0.605481
IKSHC	diabetes	5	0.500000	0.602278
IKSHC	diabetes	5	0.600000	0.615837
IKSHC	diabetes	5	0.700000	0.599961
IKSHC	diabetes	5	0.800000	0.614823
IKSHC	diabetes	5	0.900000	0.605264
IKSHC	diabetes	7	0.400000	0.607094
IKSHC	diabetes	7	0.500000	0.631656
IKSHC	diabetes	7	0.600000	0.620959
IKSHC	diabetes	7	0.700000	0.610727
IKSHC	diabetes	7	0.800000	0.608305
IKSHC	diabetes	7	0.900000	0.611718
IKSHC	diabetes	13	0.400000	0.598810
IKSHC	diabetes	13	0.500000	0.611035
IKSHC	diabetes	13	0.600000	0.603804
IKSHC	diabetes	13	0.700000	0.619856
IKSHC	diabetes	13	0.800000	0.599374
IKSHC	diabetes	13	0.900000	0.600317
IKSHC	diabetes	15	0.400000	0.610910
IKSHC	diabetes	15	0.500000	0.597062
IKSHC	diabetes	15	0.600000	0.607552
IKSHC	diabetes	15	0.700000	0.609113
IKSHC	diabetes	15	0.800000	0.615076
IKSHC	diabetes	15	0.900000	0.592286
IKSHC	diabetes	17	0.400000	0.578682
IKSHC	diabetes	17	0.500000	0.598521
IKSHC	diabetes	17	0.600000	0.602689
IKSHC	diabetes	17	0.700000	0.618551
IKSHC	diabetes	17	0.800000	0.600163
IKSHC	diabetes	17	0.900000	0.595313
IKSHC	diabetes	21	0.400000	0.603484
IKSHC	diabetes	21	0.500000	0.593790
IKSHC	diabetes	21	0.600000	0.624216
IKSHC	diabetes	21	0.700000	0.598885
IKSHC	diabetes	21	0.800000	0.603007
IKSHC	diabetes	21	0.900000	0.589180
IKSHC	diabetes	25	0.400000	0.595803
IKSHC	diabetes	25	0.500000	0.609419
IKSHC	diabetes	25	0.600000	0.581671
IKSHC	diabetes	25	0.700000	0.609147
IKSHC	diabetes	25	0.800000	0.596250
IKSHC	diabetes	25	0.900000	0.618974
IKSHC	diabetes	3	0.400000	0.614539
IKSHC	diabetes	3	0.500000	0.603736
IKSHC	diabetes	3	0.600000	0.610383
IKSHC	diabetes	3	0.700000	0.600749
IKSHC	diabetes	3	0.800000	0.608473
IKSHC	diabetes	3	0.900000	0.601285
IKSHC	diabetes	5	0.400000	0.607142
IKSHC	diabetes	5	0.500000	0.593148
IKSHC	diabetes	5	0.600000	0.621049
IKSHC	diabetes	5	0.700000	0.601645
IKSHC	diabetes	5	0.800000	0.603743
IKSHC	diabetes	5	0.900000	0.594895
IKSHC	diabetes	7	0.400000	0.591665
IKSHC	diabetes	7	0.500000	0.596335
IKSHC	diabetes	7	0.600000	0.596684
IKSHC	diabetes	7	0.700000	0.606275
IKSHC	diabetes	7	0.800000	0.589761
IKSHC	diabetes	7	0.900000	0.584712
IKSHC	diabetes	13	0.400000	0.592926
IKSHC	diabetes	13	0.500000	0.593083
IKSHC	diabetes	13	0.600000	0.592508
IKSHC	diabetes	13	0.700000	0.597480
IKSHC	diabetes	13	0.800000	0.580342
IKSHC	diabetes	13	0.900000	0.582273
IKSHC	diabetes	15	0.400000	0.608114
IKSHC	diabetes	15	0.500000	0.598942
IKSHC	diabetes	15	0.600000	0.587339
IKSHC	diabetes	15	0.700000	0.589529
IKSHC	diabetes	15	0.800000	0.581807
IKSHC	diabetes	15	0.900000	0.603629
IKSHC	diabetes	17	0.400000	0.600985
IKSHC	diabetes	17	0.500000	0.602554
IKSHC	diabetes	17	0.600000	0.593617
IKSHC	diabetes	17	0.700000	0.585710
IKSHC	diabetes	17	0.800000	0.598532
IKSHC	diabetes	17	0.900000	0.590439
IKSHC	diabetes	21	0.400000	0.601728
IKSHC	diabetes	21	0.500000	0.596982
IKSHC	diabetes	21	0.600000	0.587009
IKSHC	diabetes	21	0.700000	0.606314
IKSHC	diabetes	21	0.800000	0.601468
IKSHC	diabetes	21	0.900000	0.604419
IKSHC	diabetes	25	0.400000	0.592466
IKSHC	diabetes	25	0.500000	0.590385
IKSHC	diabetes	25	0.600000	0.602774
IKSHC	diabetes	25	0.700000	0.606621
IKSHC	diabetes	25	0.800000	0.611880
IKSHC	diabetes	25	0.900000	0.591486
IKSHC	diabetes	3	0.400000	0.613268
IKSHC	diabetes	3	0.500000	0.607342
IKSHC	diabetes	3	0.600000	0.600130
IKSHC	diabetes	3	0.700000	0.608348
IKSHC	diabetes	3	0.800000	0.608769
IKSHC	diabetes	3	0.900000	0.594842
IKSHC	diabetes	5	0.400000	0.623903
IKSHC	diabetes	5	0.500000	0.610394
IKSHC	diabetes	5	0.600000	0.608022
IKSHC	diabetes	5	0.700000	0.625600
IKSHC	diabetes	5	0.800000	0.611309
IKSHC	diabetes	5	0.900000	0.609976
IKSHC	diabetes	7	0.400000	0.603219
IKSHC	diabetes	7	0.500000	0.612253
IKSHC	diabetes	7	0.600000	0.612836
IKSHC	diabetes	7	0.700000	0.591288
IKSHC	diabetes	7	0.800000	0.612215
IKSHC	diabetes	7	0.900000	0.615738
IKSHC	diabetes	13	0.400000	0.608752
IKSHC	diabetes	13	0.500000	0.605377
IKSHC	diabetes	13	0.600000	0.615469
IKSHC	diabetes	13	0.700000	0.605174
IKSHC	diabetes	13	0.800000	0.606456
IKSHC	diabetes	13	0.900000	0.616734
IKSHC	diabetes	15	0.400000	0.608649
IKSHC	diabetes	15	0.500000	0.631185
IKSHC	diabetes	15	0.600000	0.607841
IKSHC	diabetes	15	0.700000	0.611512
IKSHC	diabetes	15	0.800000	0.622392
IKSHC	diabetes	15	0.900000	0.617607
IKSHC	diabetes	17	0.400000	0.632717
IKSHC	diabetes	17	0.500000	0.611701
IKSHC	diabetes	17	0.600000	0.601979
IKSHC	diabetes	17	0.700000	0.597243
IKSHC	diabetes	17	0.800000	0.624490
IKSHC	diabetes	17	0.900000	0.628853
IKSHC	diabetes	21	0.400000	0.602415
IKSHC	diabetes	21	0.500000	0.604887
IKSHC	diabetes	21	0.600000	0.613220
IKSHC	diabetes	21	0.700000	0.603637
IKSHC	diabetes	21	0.800000	0.613115
IKSHC	diabetes	21	0.900000	0.620437
IKSHC	diabetes	25	0.400000	0.619230
IKSHC	diabetes	25	0.500000	0.612933
IKSHC	diabetes	25	0.600000	0.624773
IKSHC	diabetes	25	0.700000	0.628498
IKSHC	diabetes	25	0.800000	0.615667
IKSHC	diabetes	25	0.900000	0.629872
IKSHC	diabetes	3	0.400000	0.630039
IKSHC	diabetes	3	0.500000	0.618439
IKSHC	diabetes	3	0.600000	0.616730
IKSHC	diabetes	3	0.700000	0.605140
IKSHC	diabetes	3	0.800000	0.611114
IKSHC	diabetes	3	0.900000	0.606514
IKSHC	diabetes	5	0.400000	0.619949
IKSHC	diabetes	5	0.500000	0.622689
IKSHC	diabetes	5	0.600000	0.601169
IKSHC	diabetes	5	0.700000	0.584244
IKSHC	diabetes	5	0.800000	0.594641
IKSHC	diabetes	5	0.900000	0.615441
IKSHC	diabetes	7	0.400000	0.613030
IKSHC	diabetes	7	0.500000	0.588690
IKSHC	diabetes	7	0.600000	0.593759
IKSHC	diabetes	7	0.700000	0.615169
IKSHC	diabetes	7	0.800000	0.617269
IKSHC	diabetes	7	0.900000	0.590243
IKSHC	diabetes	13	0.400000	0.591706
IKSHC	diabetes	13	0.500000	0.598959
IKSHC	diabetes	13	0.600000	0.591799
IKSHC	diabetes	13	0.700000	0.585346
IKSHC	diabetes	13	0.800000	0.614234
IKSHC	diabetes	13	0.900000	0.589317
IKSHC	diabetes	15	0.400000	0.582983
IKSHC	diabetes	15	0.500000	0.587194
IKSHC	diabetes	15	0.600000	0.607465
IKSHC	diabetes	15	0.700000	0.589294
IKSHC	diabetes	15	0.800000	0.613915
IKSHC	diabetes	15	0.900000	0.597558
IKSHC	diabetes	17	0.400000	0.578347
IKSHC	diabetes	17	0.500000	0.589216
IKSHC	diabetes	17	0.600000	0.595063
IKSHC	diabetes	17	0.700000	0.576926
IKSHC	diabetes	17	0.800000	0.585990
IKSHC	diabetes	17	0.900000	0.585209
IKSHC	diabetes	21	0.400000	0.589979
IKSHC	diabetes	21	0.500000	0.586168
IKSHC	diabetes	21	0.600000	0.586713
IKSHC	diabetes	21	0.700000	0.596551
IKSHC	diabetes	21	0.800000	0.622361
IKSHC	diabetes	21	0.900000	0.594630
IKSHC	diabetes	25	0.400000	0.581215
IKSHC	diabetes	25	0.500000	0.592137
IKSHC	diabetes	25	0.600000	0.581054
